gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,Pan_hrt_1,Pan_hrt_2,Pan_kid_1,Pan_kid_2,Pan_liv,Homo_sg_1,Homo_sg_2,Homo_hrt_1,Homo_hrt_2,Homo_hrt_3,Homo_kidn_1,Homo_kidn_2,Homo_kidn_3,Homo_livr_1,Homo_livr_2,Homo_livr_3,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,py_sg1,py_sg2,pg_sg1,pg_sg2,mus_slg_1,mus_slg_2,mus_smg_1,mus_smg_2,mus_pg_1,mus_pg_2,gekko_sg1,gekko_sg2
107283514,adenine phosphoribosyltransferase,16005,7557,11629,12784,10396,7205,5433,3221,9595,3211,2710,11243,1706,7365,8063,3777,3105,2893,7920,4816,3805,2654,5492,2888,8968,4337,10173,35544,3250,11657,1258,3037,2248,809,1509,3656,3139,5534,2853,2323,3276,10509,6590,6316,9326,136.215871,38.919599,307.56458,211.92478,938.779221,658.274337,3085.25824,6768.713171,2583.35453,1536.98803,431.83552,263.828067,345.22535,6.538829,7.801853,6.254166,4.721021,16.578208,24.988203,24.286581,130.098638,117.89158,126.619619,60.342235,89.64804,89.773659,86.197105,44.3828,26.7053,18.1389,13.3672,454.515,233.443,133.431,146.808,98.9038,63.5724,70.0306,10.47593,8.16744,6.44661,14.94286,10.7268,13.5889,7.06407,3.63082,4.30544,6.01897,7.42296,45.8678,37.7981,49.3259,22.2272,18.0146,26.6389,15.013479,6.5016,80.54287,52.12723,95.07035,10.84549,31.49807,33.00357,38.89554,42.73565,110.6917,198.188,148.9177,90.76501,96.78492,95.12885,0.149038,44.4108,28.4027,29.9217,70.7204,73.8972,70.3559,58.3581,0,0.367672,69.6325,138.25,301.937,369.092,307.725,25.4555143,23.364101,9.604517,17.052338,8.619547,7.227021,29.148,22.6968
107283521,vacuolar protein sorting 4 homolog A (S. cerevisiae),78,101,100,73,62,71,32,41,98,48,76,112,64,70,78,75,42,37,140,58,66,90,145,109,106,71,58,122,99,75,64,128,61,90,52,188,76,120,93,56,105,83,85,79,157,21.1691,69.6584,26.346,25.0656,55.7254,25.5844,70.0635,104.754,100.128,97.6712,30.106,20.1643,38.9016,4.496569,5.71429,5.613419,7.261939,20.503609,19.277214,18.367793,24.002163,23.35898,23.73347,8.615388,8.244312,8.471899,9.622271,27.821,19.2932,18.7448,19.742,30.883,22.1443,20.8237,29.6252,12.359,15.1085,18.2118,75.9132,47.948,49.7603,121.8,62.2534,60.7309,71.0357,31.8117,40.1326,29.217285,30.52032977,41.6331091,41.58608263,39.77295999,14.9303,19.26612211,21.46992377,78.33868,53.41830544,146.9568,87.84617,75.04483,7.252686,12.410822,33.730821,41.99764,45.362906,59.20209,67.02904,51.653331,32.3563,7.99712,10.399844,0.780232,46.51623,24.51705,42.57018,71.62123,48.57237,45.06851,42.63628,0.188604,0.2087329,25.74473,79.115,75.032,21.0835,11.3628,8.435655,7.6022274,2.823752,5.4724,3.04146,2.612291,13.1289,8.16496
107283526,"proteasome 26S subunit, non-ATPase 7",1221,446,583,1139,492,480,336,508,539,469,467,768,284,590,548,470,544,539,515,324,406,402,990,370,694,462,455,2647,510,1072,282,379,321,157,290,293,179,329,354,242,180,239,200,329,352,69.9321,187.673,96.1119,54.5582,87.7146,54.7628,115.393,117.251,94.9387,80.2741,43.3351,20.7757,72.5768,10.460007,11.085541,10.8561,12.129114,29.888845,30.926299,30.047247,38.460789,39.16956,37.692259,39.5556,42.9056,40.77777,42.20665,262.689,240.192,191.973,340.17,156.723,109.931,117.303,294.861,80.6081,77.1096,218.612,132.17,197.361,205.77,124.516,208.611,159.864,86.8449,112.365,155.572,22.2627,43.1767,72.5417,47.1942,43.6287,16.176,19.6474,31.2471,72.0236,75.5542,62.4921,57.2193,95.6507,19.60304,17.09511082,48.09974799,59.70251,61.45969,49.666985,18.958363,69.60554,38.35476,31.268716,25.815934,0.382957,104.373,84.6889,89.6444,276.301,53.9788,108.395,79.747,0,0.352543,57.3924,221.6,168.403,55.8996,52.9768,29.3838672,33.7895844,12.890885,25.5310945,14.1086656,10.6024,221.164,140.752
107283534,ring finger protein 166,3,3,6,2,0,3,3,0,1,0,4,6,2,1,3,1,1,0,4,1,1,1,8,4,4,3,2,5,0,4,3,5,1,2,1,0,3,1,0,0,1,7,1,2,2,5.91535,5.48598,6.94227,7.37178,18.6392,7.57935,11.3241,11.4996,11.3661,17.0041,7.01776,4.10263,12.4705,3.58604,7.01857,6.025102,6.17732,38.451084,61.969195,63.388662,52.511952,48.544753,50.963424,26.808894,33.544263,28.02625,29.87611,5.91318,2.83046,4.46867,6.32755,7.73874,7.88924,5.62457,12.2184,3.69408,6.748,11.002,19.2808,15.7651,14.2776,26.2229,16.9239,20.4168,13.6949,11.3626,8.75626,4.40013,3.91694,6.06542,7.04301,6.25521,3.18408,5.57515,5.09457,5.41161,2.69556,17.4818,11.7017,12.4788,2.638660101,4.005011,10.623174,15.87916,18.1133592,10.035678,13.029637,10.9959308,11.261951,2.5034868,5.015031,0,13.46854,5.388648,8.659803,18.02214,11.06597,15.68797,11.5589,0,0,6.308383,6.60662,21.3869,3.17234,4.31921,1.963743,1.818679,1.97387,1.78205,1.279383,0.963752,12.8966,8.25687
107283535,cytosolic thiouridylase subunit 2 homolog (S. pombe),18,11,7,14,16,8,9,3,7,4,3,15,4,6,2,8,10,3,6,7,5,9,10,4,17,8,8,11,16,14,12,10,2,28,9,13,8,6,7,9,8,14,5,7,10,18.9467,3.41684,22.5572,15.6737,24.9072,4.16615,11.7167,11.9504,18.2873,24.447,13.3615,7.44826,14.2707,1.319472,2.366264,1.166811031,2.729638466,6.0203432,8.015662,8.096042,18.073586,14.469898,13.398829,26.447681,26.153269,27.546317,26.291686,8.0457,10.577,9.86553,6.22002,7.86056,10.65,6.45313,7.63994,5.6763,6.8207,5.9644,9.52049,7.86589,5.7761,17.283,9.74064,11.4254,11.7153,9.32785,6.36492,4.099821,5.016326,12.58306,8.107856,8.73912,2.81466,2.95941,4.857366,3.41335,1.85271,14.1708,5.68342,12.9482,0.8545562,2.939077,12.70616,11.61606,13.51389,13.27485,17.61737,9.355769,14.1986,5.186265,3.477968,0,5.20362,5.307972,6.867914,8.413424,8.889303,5.2758,9.193668,0,0.092966,6.263646,0,0,0,1.16698,2.777919,0.8891448,1.08938,1.748940003,0.886035,0.544313,8.81694,6.41717
107283543,growth arrest specific 8,26,38,108,39,8,53,6,59,58,23,63,54,39,20,9,59,11,54,140,20,39,194,79,114,31,85,48,16,64,30,2,11,12,15,5,80,32,85,107,65,1,4,2,3,8,1.92898,1.28638,2.07581,2.3832,4.49106,4.30128,7.89779,4.42832,16.1481,18.0759,1.93976,2.25595,6.31666,0.552816,0.734301193,0.545362,0.299083936,3.2420515,4.1647924,4.355127,8.88162,7.6624886,7.93255,1.20902,1.5766343,1.452433,1.693736,9.79584,6.17493,6.84634,8.39302,12.6219,21.6497,11.6384,24.2234,21.774,30.4457,17.5214,10.5264,7.64324,25.1302,14.3724,13.5303,12.8089,3.93811,3.17225,2.84265,0.6190229,1.19486,8.02351,18.8124,7.72138477,0.416574,1.9006,0.679916,11.516823,6.628215,42.42331,31.06929,15.74426,2.686259773,5.60595432,21.339443,26.6916,28.725291,66.469461,36.236034,50.524521,4.909720268,2.1065069,5.126071514,0.09980419,2.73315,0.468542,1.16117,3.42929,2.13693,5.13907,2.71024,0,0,2.852827,11.2467,26.7974,9.23977,5.02993,1.5976622,2.0668804,0.6990995,0.858137,0.461314,0.3839877,5.91619,8.21388
107283547,"NIP7, nucleolar pre-rRNA processing protein",2362,796,1007,1947,1005,643,1040,1005,1487,1153,724,995,537,1351,1075,1016,1356,1059,946,716,928,715,1177,847,1285,810,1108,6598,761,1920,424,715,379,93,332,906,683,743,596,352,825,1058,551,688,810,21.4245,21.0743,43.8712,22.7962,83.4289,24.3395,53.5923,72.1621,44.7411,35.8056,28.5713,21.9877,33.2502,3.45748,2.64559,3.894026,3.762864,9.2422,14.053762,16.83535,39.80365,36.42119,37.33578,23.07193,15.16751,14.87942,14.92734,38.0496,34.9584,34.8156,32.0028,103.644,70.5167,57.4383,64.3399,26.7306,38.8261,40.8612,43.165147,27.9831,24.1871,130.94749,38.08663,34.0169,69.20239,27.68533,30.24193,9.94084,16.98394,23.11285,15.86381,19.26519,12.69165,11.88828,10.79828,6.44543,3.11952,7.52241,7.07259,12.8913,6.1947649,3.8993519,4.523891,6.685764,4.432871,13.92931,6.761756,19.718633,14.378954,5.11065,6.241042,7.96695,53.75386,4.23022,11.96428,35.20932,22.98363,48.95608,27.56513,3.88003,0.523342,15.13502,25.8313,68.4026,23.7982,28.2136,6.391444,6.4109,5.10814,5.40332,3.336138,1.728966,41.1017,28.5862
107283554,tyrosine aminotransferase,1,6,13,0,1,11,1,2,7,0,4,7,7,2,2,4,3,4,26,6,4,5,23,14,1,17,3,0,11,3,0,1,1,5,4,0,2,3,12,9,1203,2541,3485,595,1837,1.02764,0.596465,1.93711,1.18474,2.5444,1.41121,244.302,846.692,15.2955,15.0457,7.46858,3.09451,9.64763,0,0,0,0,0.41471206,0.597514,0.874509,0,0,0,1190.86777,707.29151,714.240771,753.49324,5.05472,2.56816,3.84274,11.1653,36.2803,29.6881,167.513,35.64,7333.03,5131.24,12110.6,0.491001,1.52892,0.723399,0.0533066,0.140927,0.725774,1060.89,553.664,876.986,2.096202,0.141656,0.934152,0.5378584,0.213449,66.47666,14.31204,363.2473,0.445542,0.305292,1.43068,1.04034,55.3251,0.0307717,0.0423107,0.1439417,0,0.0284369,0.177781,0.11363,0.200268,62.77412,150.9365,557.2683,0,0.494433,0.0208872,0.334364,0,12.5842,37.4909,1.66346,1.05896,4.13296,655.87,0.290704,1.19051,0.866133,0.0414655,0,0,0,0,0,0,0.187718,0.301242
107283556,non-SMC condensin II complex subunit G2,13,43,43,23,14,114,9,61,32,17,141,30,73,31,26,18,3,13,44,24,46,324,315,52,14,61,19,0,65,3,9,11,24,183,30,10,4,46,92,20,2,19,24,30,10,0.121628,0.31083,0.583202,0.473263,0.267183,0.442353,0.252699,0.140374,0.310857,1.04222,0.26079,0.251668,3.11949,0.376917,1.1358245,0.309094,0.5964703,0.5825501,0.469412,0.3844412,1.090591,0.7039414,0.724756,0.264943,0.2861847,0.1978856,0.2213858,0.685234,0.558705,0.671363,0.229029,0.698856,1.44966,0.704123,0.36966,0.810316,1.02074,0.2447,0.923374,0.197154,5.14417,0.100958,0.178242,0.537789,0.276148,0.13532,0.453551,0.0491479,0.068712,1.552541,0.7090695,1.523419,0.420817,0.318811,0.931414,3.36691324,2.38204,2.998050038,2.327286002,2.080031,1.84763,1.263581316,2.9816128,3.739855504,5.008474,2.342496,0.737066,2.571032,0.929161,0.478763,1.4138396,0.268712,0.0995889,0.1225982,0.225755,0.252564,0.0910897,0.954373,0.597369,0.127919,0.255102,0.103637,0,0.0856737,0.404376,0.849848,0.5125283,0.6778512,0.2668218,0.237686,0.080956,0.1215402,0.0835707,0.149583
107283557,vasoactive intestinal peptide receptor 2,7,26,31,15,2,10,3,10,14,3,14,3,5,7,9,2,3,9,15,7,7,32,22,23,4,16,19,5,12,6,6,32,32,32,26,0,8,46,198,10,10,10,6,8,18,0,0,0,0,0.0519086,0,0,0.0760744,0.290988,2.59039,0,0,0.979299,0,0.405833,0.068822,0.5756755,0.7938034,0.9456616,1.0530981,0.465445,0.3874069,0.818059,0.0455714,0.0291648,0.0616968,0.0324391,0.258353,0.471178,3.18794,0.111482,0,0.0676629,0.142698,0,0,0,0,0.128183,1.57698,4.84603,2.03941,8.839832,6.110775,5.947029,31.586014,10.880157,1.32195,3.59171,0.762489,6.66438,3.88242,0.380008,0.142631,0.459258,7.8993,3.731755,6.151976,8.60913,0.27519,0.2202028,0.220951026,6.563416,13.762458,13.720615,0.388494053,1.402356,0.155441,0.290796,0.0858437,0.1517298,0.8382423,1.4848834,2.1944289,12.865105,7.09896,1.2164292,3.57153,4.1375516,2.071138,0.990431,1.164749,0.347193,1.44551,0,0,0.829221,0.634236,0.023359,0.0138441,0.0701995,0,0.199776,0.0642188
107283566,WD repeat domain 37,45,44,42,59,17,70,24,57,33,56,26,40,14,18,27,13,29,42,32,11,31,71,36,35,43,53,36,15,110,48,18,19,47,89,54,16,15,29,39,21,7,4,20,12,22,3.54826,2.61335,3.70538,4.23338,13.8518,2.03391,1.64453,0.788105,4.85097,17.3175,4.29756,5.02028,13.2937,2.443765,2.6147779,3.1737449,2.5369641,10.7505491,9.7302511,6.3794139,8.3736038,9.9323588,9.1218473,3.8564923,3.8156799,6.646135,6.6349236,3.49428,15.0899,16.6228,3.16132,1.82569,8.27495,8.81362,1.93527,8.44745,6.12268,2.90682,5.104104,9.257966,16.626883,6.024612,15.606107,9.678424,6.250237,12.036879,7.116727,8.29588,9.366618,11.00987,9.786931,14.60894,6.141775,6.405326,9.005409,11.08656,8.659085,14.12659,11.460163,5.05554,2.862709782,2.313220312,5.858733,15.55327931,17.200034,7.64913595,5.478007,8.135679,3.410373,0.7954715,2.349882698,7.678343,4.1515649,1.36002,4.776204,5.9396209,57.333484,60.82838,20.3149739,6.905985,8.643105,6.373914001,2.32E-07,0,3.22483,0.884651,3.1992418,3.3284907,0.832611,2.6468018,0.599652,0.610625,2.13543,1.19668
107283569,zinc finger CCHC-type containing 2,137,356,386,146,86,100,41,143,223,80,507,141,295,92,122,292,44,45,198,92,88,355,468,241,215,310,131.97,45,208,181,188,292,181,283,188,219,217,336,283,175,126,126,89,155,180,0.780129,1.99138,0.970225,1.12661,2.88897,0.848774,2.98383,2.10806,5.47769,5.12722,3.45371,0.54189,3.91024,1.587563,1.946155262,3.37108,1.789549,4.1710367,4.8163027,4.2207452,9.962004,9.3341,9.162177,11.29433,13.426331,13.44667,12.956515,5.04363,9.89776,8.0967,3.70605,4.00086,8.07928,7.4222,4.41272,5.5636,5.25272,3.77736,8.09941,7.7864,16.9956,7.22638,13.134,16.2476,8.13306,9.29566,11.2162,2.280073,3.05808,5.046478,3.400224,4.863329,1.81435,2.190621,3.27928,5.220127,3.948087,9.294592,7.080016,13.073663,7.561555,9.888727,6.7086911,8.551497003,6.535141,11.37786446,5.086643,5.334163,10.850459,3.1190956,5.779481,11.8249,13.7872,1.10886,6.05851,11.546,3.28083,6.12067,3.85685,9.22231,13.5495,9.40657,0,4.14771,1.93551,0,0.610521,0.555099,0.650878,0.9376516,0.7150783,0.3535782,0.626082,0.388179
107283570,PH domain and leucine rich repeat protein phosphatase 1,9.01,17.04,22.44,11,11.03,16,5,10.24,18,12,9,15.99,14,6,9,10.05,8.02,14,27,2,7,14.28,53.28,25,27.03,24.95,10.04,7,18.21,19,19,3,19,39,11,37,14,24,33,13,6,14,11,17,30,12.252,1.81437,25.9372,18.0745,12.779,11.9986,3.87104,3.49359,12.1299,7.84569,3.64991,1.61275,11.939,1.338378,2.43043,1.82787,1.98573,5.9517967,5.4865466,5.2058,6.987736,6.873562,7.321725,6.33078,7.61424,7.96332,7.18488,8.24178,15.7269,13.3298,5.81084,6.50668,16.9288,19.4296,6.35945,5.51441,7.32408,2.2743,12.3697,15.822,12.1223,7.88104,16.0739,16.4854,7.35867,12.987,14.4156,6.213197,11.13227,16.5788,15.48157,21.21229,4.47944,7.792951,10.05169,1.8025,1.35118,3.31371,4.00672,2.88352,5.6083872,9.2359057,2.5439663,2.211094,3.604857,4.045503,3.388023,3.968526,3.932998,0.8127489,5.6134659,15.23335989,6.20342099,0.374672,2.614455,2.049576642,6.362893,5.79916709,2.845487,6.64516,10.274098,11.399079,0.00409639,0.00603808,0.557567,1.0044,1.55721,1.436636,1.133316,1.24237,0.876715,0.794027,0.661234,0.356832
107283575,cadherin 20,2,29,13,4,7,10,2,5,12,2,9,7,5,0,4,7,1,1,8,1,0,2,11,4,17,22,10,8,17,1,19,20,103,8,22,0,1,2,4,0,0,0,4,0,2,0.050913,0,0,0,0.0174848,0,0.202259,0.333121,2.17268,5.00671,1.79094,0.419654,0,0,0,0,0,1.33728,1.02074,1.19284,0.29124,0.24924,0.337462,0,0.0280379,0.0535075,0,0.0626966,0.262408,0.0819427,0.18626,0.111323,0.067829,0.119207,0.0924852,0.0733995,0.207894,0.156279,1.441162,1.285542,2.155242,0.2135013,2.026766,1.088122,0,0.0387215,0,0,0.0460855,2.425584,7.336221,1.75184,0.1818872,1.569059,1.651641,0.0411375,0.016177,0.305694,0.0824278,0,0.0263962,0.01520473,0.319378,0.1947823,0.716592,0.310571,0.174829,0.481993,0,0.0130153,0.010587,1.55083,1.17682,0.517184,0.761678,2.1323,1.58725,1.13423,1.40796,1.3168,0.828329,1.21742,0,0.280238,0,0,0,0.00894361,0,0,0,0,0.109414,0.0526745
107283576,ring finger protein 152,127,413,805,132,81,192,61,132,152,68,267,133,280,124,131,220,57,44,413,141,143,342,426,317,216,213,167,36,454,82,17,136,22,95,55,332,180,151,92,85,3,5,10,2,2,30.6713,7.04912,46.5718,42.1182,10.8838,19.6039,1.44005,2.89303,18.7423,16.9888,18.9888,4.5074,16.5072,0.607011479,0.91638507,0.860502395,0.981917174,0.369493,0.453325,0.538508,4.4266,4.557995,4.37488,1.92991,2.240336,2.239003,2.21223,7.99612,11.9221,5.89466,4.79538,59.1501,51.7042,34.6622,14.3566,6.11379,1.57423,0.676221,8.04078,8.10519,8.47036,43.1977,47.665,43.6511,5.38206,3.34726,4.25423,20.5697,12.5863,67.9741,42.8762,50.1168,5.23856,5.78902,7.4209,1.73883,1.95365,51.3773,69.1845,2.2912,10.95592,5.908899,4.287705,3.393546,6.222789,42.42442,42.55059,41.19802,4.56818,7.059773,3.44208,4.64121,12.3464,0.548536,8.32496,10.5316,202.811,383.386,31.8582,16.1337,10.3361,8.04661,0.426489,2.43052,3.48472,7.32237,0.087727784,0.042207153,0.361878153,0.730039,0.057092759,0.013964906,15.8547,10.0093
107283577,phosphatidylinositol glycan anchor biosynthesis class N,407,581,785,365,271,456,227,374,388,319,456,166,407,233,279,376,259,305,678,412,198,720,1000,906,509,429,623,53,503,131,156,159,227,288,363,1560,1083,979,873,883,126,249,196,155,330,2.5706,2.08299,4.58616,3.53008,5.3823,3.03478,4.23098,2.78645,4.9226,4.70918,4.05175,1.29862,9.52064,0.557385,1.272191381,1.2401035,2.235124613,6.4440176,14.2647997,10.66264777,15.9419974,16.37022911,15.049404,11.2484505,15.66070899,16.3100166,17.56214455,0.525477,2.14761,1.94631,1.15324,2.03351,4.27208,4.04668,2.49291,3.21254,3.4399,2.33562,1.518817,3.36615,2.74476,4.914744,8.640114,5.936954,3.208168,7.610889,5.344807,1.493819,1.428479,4.6953635,3.68057,4.4032018,0.903186,1.468803,1.643619,3.712420031,4.95648,3.97657,5.72822881,1.827671,14.05426,7.989262,11.0593,11.24475,15.14328,10.58345,14.62199,20.92611,7.10121,1.803451,5.967647,3.82014,1.804514,0.763437,1.953590006,2.488801757,4.481091501,3.522601805,2.420341006,2.846840001,3.60844007,3.48144,2.33625,3.60335,0.713014,0.905682,2.5879989,3.5103354,0.984169,3.1713952,0.86120853,1.2239815,0.36173,0.263856
107283579,tumor necrosis factor receptor superfamily member 11a,27,171,318,44,23,76,10,51,24,23,117,26,103,23,8,36,12,7,72,44,17,148,185,68,96,145,42,7,98,9,10,10,7,47,12,49,57,113,197,156,13,49,28,9,87,0.441571,0.607584,0.997203,1.51647,4.9493,1.21317,0.353395,0.16311,0.631409,1.36158,0.568967,0.388198,13.094,0.908841,0.857903,1.110529,0.648008,0.8702421,1.24104,1.2608043,2.019338,2.569333,2.208887,0.3159292,0.6664083,0.7185324,0.786579,0.296955,1.34583,0.644514,0.154559,1.9401,7.13445,5.11678,1.58234,0.389688,0.747092,0.469577,5.66952,4.501881,4.077412,12.0496,11.11379,9.155352,11.739,9.69542,12.82652,7.06703,8.94309,26.9451,24.5663,22.2269,14.8186,26.2194,30.5255,1.193826761,0.183213,1.386864,0.5647732,2.953152,10.5160811,12.21139809,0.1675612,0.0970999,0.1636653,0.4219455,0.4866327,0.435229,0.2776414,0.06483683,0.1404587,5.51713,5.077381,0.090439142,0.776696,0.66517,0.772599957,2.66133,0.405978,1.32674,0.601159,0.7962,0,0,0.737061,0.770459,1.272142,1.2157735,0.5842818,0.54388,0.466379,0.28043,0.769614,0.220543
107283583,vacuolar protein sorting 4 homolog B (S. cerevisiae),1116,1296,1526,497,387,374,297,473,616,299,946,699,643,400,591,511,315,241,631,478,396,1022,2166,606,1243,1035,404,279,715,472,742,755,834,315,518,1053,945,2334,946,945,433,443,582,268,366,8.90267,24.1578,18.751,16.9978,32.4017,10.143,9.89304,11.7187,17.8149,12.8946,10.592,3.00919,23.8124,8.668185,8.742697,9.924707,8.819956,3.6849499,3.1221823,3.264593,10.8552239,11.167548,11.323196,8.428907,8.990524,8.869384,8.410835,11.0863,24.9275,24.0801,13.861,10.9434,46.6527,36.5931,22.3878,18.1557,21.2433,13.027,9.192459,16.9157,23.02846,16.7938,47.51028,41.36852,8.00277,16.87889,18.04372,8.172038,9.639382,164.695,109.7884,180.0365,9.128974,14.24966,15.84556,14.23554685,7.079843804,15.98870467,17.1648,10.1718,14.1655509,9.8741954,4.635939,6.72962,3.6741185,13.909964,3.643753,22.093332,7.861154,4.83752,8.8158599,24.8463,23.9675,2.92629,5.98189,14.6719,13.4654,35.2346,15.8769,21.6375,17.2525,8.77362,6.08815,38.5453,8.09128,12.6685,6.887862,10.785935,2.633697,6.129622,1.8567107,1.9135058,13.0915,7.3754
107283608,HEPACAM family member 2,0,5,1,0,1,4,3,3,3,2,4,5,1,3,3,0,0,3,5,0,1,4,12,5,3,8,0,1,6,0,0,1,3,1,0,51,22,51,30,26,0,0,0,0,0,0,0,0,0,0,0,0.086373,0,1.13013,0.851681,0.046352,0,0.126779,2.68738,3.43013,3.17251,3.1772,0.4603665,0.6789963,0.6198277,12.62819,13.729993,12.90455,0.2364512,0.407306,0.685024,0.407922,0.0274001,0.415704,0.162266,0.147535,2.31767,12.4467,8.40363,2.19771,0.145348,0,0.08842,0.0404427,0,1.0772,1.51948,7.06819,8.42031,0,0,0,0,0.247216,3.67306,2.45195,6.65261,0.0608532,0.10371,0.238065,0,0,4.59307,6.38007,0,1.360239,0.593468,0,0.0997879,0.066381,14.85735,2.809966,35.42134,0,0.1497548,0,2.029803,2.04703,0,0,0,4.50364,4.42409,0.237864,0.0659165,0.0413923,0,0,0,0.0904298,0.08145,0.9583759,0.4119187,2.3621624,10.8947544,0.675884,0.197249,3.90597,3.19739
107283616,DND microRNA-mediated repression inhibitor 1,0,2,0,0,0,3,1,0,0,1,0,1,0,4,2,0,0,0,5,1,0,5,2,4,2,2,3,0,0,0,13,2,8,1,3,3,2,3,2,0,0,0,0,2,2,0.017059,0,0,0,0.0205047,0,1.26503,0.510859,0.421463,0.146177,0.0848594,0.157483,0.0773676,0.0804183,0.0560222,0.116972,0,1.510467,2.439688,3.038779,1.138306,0.992421,1.4280477,0.776756,2.162281,1.34199,1.4948953,0.0858109,0.145846,0.341577,0.077642,0.0671764,0,0,0.289142,0,0,0.186128,0.473966,0.431753,6.166082,0.504683,0.2186236,0.350217,0.338936,0.126952,0,0.0342994,0.394413,0.995106,2.24388,2.89788,0.0464068,0.206826,0.0345285,0.860917,0.410208,2.45864,1.47695,1.75372,0,0.0164836,0,0.901425,1.11715,0,0,0.0727345,0.251569,0,0,1.72877,2.03812,0.47542,1.01677,0.861516,1.88344,4.45535,1.79516,0.699187,0.360454,0.683053,1.35022,4.28818,0.0628828,0,0.168501,0.12595,0.237952,0.1884185,0.0683054,0,0.275034,0.308958
107283630,DnaJ heat shock protein family (Hsp40) member C1,786,111,165,618,292,174,181,285,250,240,126,294,79,277,243,187,249,388,140,110,284,178,352,129,369,248,306,556,176,493,57,81,111,82,111,103,75,231,209,211,115,92,152,117,132,8.05047,33.6274,9.38176,5.96799,28.7272,7.04814,10.494,15.0677,7.20434,15.9884,8.91665,11.9027,18.5408,7.353476,9.2927924,7.0196579,9.11011,4.863493,6.41823436,5.2640878,8.667828,7.204924,12.678851,17.960406,13.797326,18.503786,13.660516,2.24915,6.4355,5.58439,5.94492,12.1575,27.6962,39.3971,20.8459,22.172,19.1469,16.2461,15.37366,17.96795,22.58656,29.62115,29.94937,29.14227,38.10392,42.28623,41.21666,5.381588,8.044371,15.59786,13.93292,18.07176,11.85168,15.01764,13.50757,8.0863,8.20148,26.51,24.0107,49.7463,15.6190476,17.3185471,8.47754,5.33038,5.143757,22.387724,4.98984,29.108505,15.552498,21.5319417,16.1529423,25.066852,19.087848,1.6579493,3.022359,6.415997,11.15211,19.96868,6.116624,16.258413,17.572117,13.712139,3.17575,12.8626,7.65357,7.4238,10.306533,7.7115604,3.951942,5.0304931,3.801781201,4.2598202,5.92345,2.86764
107283635,sperm associated antigen 6,66,354,297,358,79,397,28,342,188,185,322,250,370,75,50,353,47,72,552,178,491,1644,489,544,97,786,106,7,353,89,44,27,24,31,77,25,14,36,23,12,10,4,0,4,24,1.01766,1.23456,1.35834,1.6484,0.432647,7.19749,4.41551,1.71002,3.34443,5.94755,2.15789,1.01924,3.62979,0.2284501,0,0,0.218288,0.160561,0.2700879,0.1090714,0.1910035,0.1705212,0.2050974,0.464619,0,0,0.0214167,0.379312,0.602224,0.4978,1.39555,1.36109,1.64824,1.93114,1.12369,0.0743167,0.280656,0.0904184,0.688246,0.511178,18.90539,3.37534,13.55876,7.087347,0.57442,0.81512,1.624961,1.9418,1.92196,7.57644,25.45675,9.25332,0.556686,1.16983,0.3523738,0.189257,0,0.0781684,0.061538,0,0.0539332,0.064787843,0,1.3801395,1.094625,0.3424695,0.872111,0.8542294,0,0,0.2276694,0.16488,0.159134,0,0.376739612,0.0417296,0.318734,2.395623,1.067893,0.146096,0.105136,0.182616,0,1.61561,6.58055,0.807231,0.0397721,0.0276878,0,0,0.0377807,0,6.67152,10.2624
