Pm_gene_id,Nn_target_id,Naja_sg_1,Em_sg_1,Em_sg_2,Pg_sg_1,Pg_sg2,Py_sg_1,Py_sg_2
107283075,Nana02805,0,0,0,0.171422,0.0771998,0.298686,0.873708
107283089,Nana23703,1450.6,2636.42,1832.15,1755.65,990.431,1409.42,2892.72
107283093,Nana23681,0,0,0,0,0,0,0
107283108,Nana23665,26.3808,5.93341,5.02183,8.76483,5.03506,3.4749,20.8077
107283114,Nana27029,2.03371,1.56309,1.18345,2.03567,1.70084,0.859684,6.06887
107283115,Nana27028,3.38341,3.71059,2.09344,3.44587,5.53266,5.48186,15.0733
107283121,Nana27039,7.20813,6.29066,3.22893,2.37519,0.9051,1.24631,5.39558
107283122,Nana02809,17.6356,2.53032,1.94202,1.20683,1.53457,0.322493,0.754678
107283124,Nana32844,10.6876,0.0359952,0.0577628,0.166944,0.150366,0.383817,0.112273
107283127,Nana32809,2.75991,0.433997,0.094972,0.732443,0.0942444,0,0.258948
107283129,Nana32776,0.539439,0.57763,0.627059,0.0638716,0,0,0.307619
107283134,Nana32759,16.3401,1.19453,0.569891,1.40311,1.29704,8.86809,10.9482
107283141,Nana32845,9.14416,1.89595,0.501325,1.39756,2.51755,9.54425,7.89892
107283142,Nana32843,18.4904,1.64857,0.805186,1.14484,1.06833,3.44506,1.41084
107283143,Nana32839,13.0386,0.0172202,0.0345424,0.216025,0.233488,2.37252,4.90973
107283144,Nana32838,182.205,5.5947,0.372891,7.26491,11.2666,1.61246,6.60344
107283169,Nana02804,0.303705,0.693082,0.244688,0.881967,0.397193,0.2216,0.259288
107283197,Nana26610,0.289368,7.10037,0.28173,0.330909,0.228012,0,19.6043
107283199,Nana26622,9.67871,14.1611,7.38926,2.93843,3.51976,31.6572,26.7887
107283200,Nana26649,4.04986,2.81917,4.85547,2.38484,3.34631,9.81938,7.8175
107283202,Nana26655,0,0.646471,0.972613,0,0.094584,0,0
107283204,Nana26659,2877.55,7311.63,4869.67,1904.45,1588.28,2339.46,4547.22
107283212,Nana26646,30.2831,2.50383,3.67275,11.6361,10.1742,0.203297,2.14084
107283229,Nana27986,7.89224,2.15135,1.02006,11.767,11.5233,4.6481,9.72821
107283233,Nana27996,0.929515,0.896675,0.378673,0.265002,0.143478,1.6329,0
107283234,Nana28001,0,0,0,0.462345,0.208217,0,0
107283236,Nana28016,6.36242,0.749928,0.16411,0.893235,2.59646,0.388043,2.4518
107283237,Nana28018,7.06228,10.5207,7.51435,3.91297,2.78243,3.7519,4.38998
107283238,Nana28019,74.3913,20.4493,14.1945,19.0548,19.737,70.2368,95.6299
107283241,Nana28028,7.55844,1.40805,0.671769,4.39658,10.1414,7.75469,16.0532
107283245,Nana28042,8.21342,4.94241,0.67504,0.540725,0.417455,0,0
107283249,Nana28067,22.8841,3.0595,2.6781,46.6687,24.9495,39.9867,60.9651
107283276,Nana28059,145.946,37.2729,22.7726,55.2376,43.0511,24.2785,62.6124
107283283,Nana28003,1.37135,0,0,0.244294,0.183363,0.778196,0.662213
107283292,Nana22430,0.983744,1.2075,1.19957,2.76025,1.84868,0,0
107283297,Nana17869,26.9697,14.4708,9.23239,13.8785,20.4439,8.4339,34.4292
107283363,Nana15207,0.0106768,0.15562,0.160541,0.0935286,0.168482,0,0
107283365,Nana15192,0.178092,0,0,0,0,0,0
107283371,Nana15214,3.35612,4.72148,2.30431,0.487151,0.686582,1.4307,2.94663
107283376,Nana15194,49.3484,3.38448,1.27295,0.839984,0.854194,0.547143,0.320098
107283382,Nana00977,9.81947,1.15472,0.891326,3.93147,4.88161,3.08916,10.1551
107283386,Nana19380,0.817086,0.390618,0.130593,1.08941,0.254394,0.0886551,0.103733
107283404,Nana14429,0.0352986,1.85194,2.08042,0,0,0,1.44277
107283405,Nana14413,1.61591,0.0429798,0,0.0895229,0.201281,0.262042,0.613216
107283410,Nana14336,0.408226,0.0853336,0.166282,0.0542674,0.439907,0,0.130958
107283414,Nana14424,1627.56,2680.66,1980.94,917.084,1045.51,1690.22,5188.42
107283421,Nana14410,1.5154,0.526178,0.298016,0.352931,0.930948,0.759819,1.91486
107283439,Nana14381,7.41373,2.73915,2.29339,3.29694,4.15737,1.15849,7.74578
107283450,Nana14347,17.8663,13.7494,9.56145,12.2067,8.94656,5.02385,16.0974
107283457,Nana14340,3.69944,1.54248,1.58345,2.45657,0.499626,0,0
107283458,Nana14338,9.27935,20.7367,18.2408,47.5498,27.662,29.3719,136.23
107283460,Nana14337,3.96843,30.7371,93.6546,22.051,8.17817,3.02892,10.6321
107283464,Nana14420,5.86298,0.451235,0.181039,0.175681,0.0394883,0,0
107283467,Nana14373,0.839156,36.9733,45.8504,0.722492,0.433832,0.651641,0
107283476,Nana31756,0,0,0,0,0,0,0
107283477,Nana31765,13.8909,5.07535,3.96795,3.5835,5.6484,15.6718,10.8575
107283479,Nana31774,3.95918,0.816397,0.655058,2.01192,4.13394,0.336687,0.590921
107283481,Nana31780,0,0,0,0,0,0,0
107283482,Nana31793,42.6052,7.79802,6.7383,5.70712,4.04863,68.1833,77.9864
107283484,Nana31807,3.74959,0,0,0.124449,0.224182,0,0
107283485,Nana31808,0,0,0.029412,0,0.0394409,0,0
107283514,Nana31775,345.22535,29.148,22.6968,369.092,307.725,138.25,301.937
107283521,Nana31830,38.9016,13.1289,8.16496,21.0835,11.3628,79.115,75.032
107283526,Nana31842,72.5768,221.164,140.752,55.8996,52.9768,221.6,168.403
107283534,Nana31768,12.4705,12.8966,8.25687,3.17234,4.31921,6.60662,21.3869
107283543,Nana31821,6.31666,5.91619,8.21388,9.23977,5.02993,11.2467,26.7974
107283547,Nana31833,33.2502,41.1017,28.5862,23.7982,28.2136,25.8313,68.4026
107283574,Nana15704,7.9717,2.06882,0.36312,8.63306,17.3561,9.89343,30.0118
107283581,Nana15722,13.7356,2.71558,1.38178,5.52304,7.98553,4.27556,5.87817
107283583,Nana15724,23.8124,13.0915,7.3754,8.09128,12.6685,6.08815,38.5453
107283584,Nana15725,72.5427,2.6518,4.21753,3.94505,11.3303,0.54485,1.59378
107283587,Nana15703,0,0,0,0,0,0,0
107283588,Nana15721,8.85802,2.38807,1.66816,2.27875,3.51288,3.11847,8.27291
107283604,Nana21523,0.472696,0.0206096,0.0607119,0.0796496,0,0,0.0691139
107283613,Nana21639,2.43837,4.5952,5.86829,3.53836,1.25684,0,0
107283617,Nana15461,0.0880886,0.0526702,0.0253566,0.143502,0.0677305,0,0
107283636,Nana21564,2.6186,3.62298,2.52175,1.98521,1.53662,3.27996,3.17515
107283644,Nana21609,10.1478,16.0164,7.72382,9.02845,6.09893,10.2472,14.1699
107283649,Nana21625,0.0335706,2.04199,0.851998,8.57102,1.81969,24.3942,8.9318
107283660,Nana21663,4.5395,0.471573,0.272164,4.03852,2.41529,2.56515,6.36661
107283664,Nana15470,9.81976,22.5652,13.0658,35.7243,33.9236,15.4094,56.5175
107283670,Nana15463,4.25166,38.0576,27.2085,22.1759,20.9047,20.3549,28.0373
107283674,Nana21582,13.3855,20.8649,8.86116,8.17466,3.82125,19.4485,36.0818
107283681,Nana21654,0,0,0.350672,0.399982,0.102932,0,0
107283682,Nana21664,11.4582,135.626,199.011,11.204,14.9744,10.4512,18.1457
107283686,Nana29738,101.05,16.9389,11.004,27.0618,16.0711,39.0052,71.4026
107283688,Nana29740,0.10455,0.137851,0.0385204,0,2.03152,0,0
107283699,Nana29774,1.98155,1.14776,1.62522,2.14199,2.1608,0.933467,0.970864
107283703,Nana29875,134.601,45.8016,27.523,89.9061,101.934,163.406,474.126
107283704,Nana29737,29.8808,39.7418,34.7772,33.4067,31.0763,75.1252,12.4335
107283718,Nana29768,25.6439,43.707,31.2971,14.1737,11.5305,92.4695,34.2558
107283727,Nana29736,56.0892,20.2123,12.8135,31.844,27.9211,64.7507,123.378
107283734,Nana29839,0,0.379848,0.0609577,0,0.158586,0,0
107283746,Nana29762,1.83574,1.15116,0.587793,1.72077,1.83763,1.05191,1.53851
107283758,Nana21960,4.71241,1.88256,1.23588,3.63872,0.860025,2.41248,13.0811
107283759,Nana21961,6.60727,0.195766,0.209438,0,2.39E-10,0,0
107283766,Nana22020,14.1354,11.7606,7.08645,1.65048,0.721587,1.17948,2.98379
107283770,Nana16863,15.0153,4.72998,3.28784,3.07042,4.49397,11.1049,23.7986
107283775,Nana16862,12.3155,41.4399,39.1694,16.3117,22.8921,37.3789,98.1538
107283780,Nana22349,0.608875,0,0,0.106599,0,0,0
107283781,Nana22364,8.41237,0.589578,0.662299,1.24121,0.415242,0.406376,1.90195
107283785,Nana12346,4.52133,0.469469,2.00903,0.975875,0.878969,0,0
107283786,Nana12347,3.25249,0.0424993,0.255752,0.669245,0.0749925,0,0
107283799,Nana22350,5.95965,12.4243,5.3521,8.59574,3.76255,6.93868,19.5195
107283817,Nana12351,0.36133,5.21352,1.65137,3.9861,1.79514,0.375703,0.659398
107283827,Nana26931,32.5923,33.2008,24.5418,32.0076,45.4597,48.5736,39.9715
107283830,Nana26925,0.359097,0.030489,0.0489273,0.875874,1.4063,0.828337,1.45382
107283836,Nana26915,74.7153,43.5296,31.9773,46.1518,60.8578,62.9371,52.7819
107283843,Nana26926,29.6411,22.6253,28.7544,8.76404,4.28519,0,0
107283844,Nana26923,0.283383,0.44055,0,0,0,0.842495,3.94311
107283845,Nana26916,0,0,0,0.651199,0.21995,0.591072,1.29674
107283860,Nana21685,31.8512,3.29275,2.13122,6.71086,2.75023,3.32724,5.47138
107283861,Nana21686,43.1531,27.2632,15.6398,7.15498,2.6852,6.51335,16.5943
107283863,Nana26397,4.06441,0.986332,0.406206,2.76314,5.37287,2.4622,10.7291
107283866,Nana33403,14.327,1.51356,0.936865,2.56837,4.62666,4.03301,7.44134
107283874,Nana33374,28.5076,7.03138,4.74963,8.2928,8.85252,16.2931,58.4633
107283875,Nana33372,1.63427,1.22172,1.77315,0.830727,0.658447,3.96247,4.33724
107283876,Nana21447,0.782984,4.46086,14.9799,2.95464,0.316814,0,0
107283877,Nana21448,0.66298,0.103191,0,0.0851642,0.0191768,0,0
107283879,Nana33386,0.476297,0.220898,0.620361,0.498145,15.0868,0,0
107283883,Nana33375,23.5727,18.3138,10.4963,76.3879,94.4321,104.604,414.781
107283892,Nana03427,68.1374,24.9958,19.1196,26.9898,53.8317,62.5873,128.033
107283895,Nana03413,0.62809,0.395974,0.408504,1.81061,1.2934,0,0
107283896,Nana03415,0.131781,0.0808089,0,0,0.145028,0,0
107283898,Nana03433,0.103368,0,0.287686,0.103893,0.0467882,3.4757,4.58597
107283901,Nana33562,0.118779,0.00832255,0,0,0,0,0
107283904,Nana33586,2.180782,0.262101,0.236589,1.36464,0.824808,0.345385,0.404125
107283905,Nana04311,1.69298,10.1255,6.45621,0.719047,1.94293,0.529241,2.16737
107283909,Nana33603,355.298,9.59509,12.087,31.703,27.6961,24.3435,96.5967
107283910,Nana33610,0,0,0,0,0,0,0
107283912,Nana33537,18.3035,33.4336,41.0374,6.04142,8.48874,8.48548,19.8572
107283913,Nana33538,1358.42,1443.99,784.941,1232.23,1460.15,822.365,2744.61
107283921,Nana33590,60.9618,96.9828,46.9079,76.9359,53.7483,98.949,117.03
107283925,Nana33620,267.238,131.72,125.184,263.115,175.476,437.219,122.024
107283926,Nana04313,55.9473,34.1867,20.4469,31.2532,46.8551,39.6917,151.401
107283935,Nana33544,3.19601,2.55843,2.70734,2.88673,4.05611,2.98167,4.68802
107283938,Nana33566,5.83347,2.46396,1.81227,2.00982,6.47197,6.03458,9.2674
107283939,Nana33568,0.851264,0.626335,0.656395,0.557423,0.481988,0.0976578,0.342799
107283941,Nana33591,21.3289,4.28134,2.14537,5.9913,11.3392,19.6086,51.1935
107283945,Nana33624,41.245188,0.625559,0.585597,1.7715,3.43039,0.382155,0.447148
107283959,Nana04321,7.64397,3.69463,1.11509,4.0849,2.71602,7.8624,3.29796
107283960,Nana34632,1.11865,3.51718,2.9636,3.80086,5.13514,37.1537,68.0132
107283970,Nana04323,53.101,0.423264,0.407543,24.2832,9.50951,13.0477,46.4107
107283971,Nana34633,38.3997,215.195,1743.89,425.184,154.728,111.937,33.5294
107283979,Nana34611,13.1697,15.2829,7.26364,1.91439,2.29905,13.9869,4.95276
107283986,Nana34592,29.45502,26.1495,10.3897,5.2461,6.51149,2.51872,4.76376
107284015,Nana34564,0.208437,0.0112291,0,0.0577303,0.0311986,0.134494,0.70815
107284018,Nana21313,7.88219,2.63311,1.08348,1.18813,0,4.45253,5.87769
107284029,Nana19461,20.5915,30.4689,22.683,36.7957,39.7248,57.8516,105.419
107284033,Nana26996,0,1.67066,1.90517,1.07091,0.0741975,0.567966,0.664559
107284039,Nana00909,0.294457,0,0,0,0,0.676135,0
107284040,Nana26994,0.0269956,2.9781,3.78357,3.85728,2.82282,8.00623,0.669132
107284041,Nana26987,919.105,2696.44,1400.69,1585.24,939.313,1086.98,3732.43
107284046,Nana26997,0,0.223808,0.179587,0.366572,0,0,0
107284051,Nana13960,0.106881,31.2309,16.6659,2.29856,1.19139,15.7415,0.843604
107284055,Nana13950,2.12769,2.39922,0.802284,0.61876,0.495393,6.82458,28.8527
107284056,Nana00903,7.56002,2.12434,1.01698,1.25192,1.87934,1.44542,4.85312
107284060,Nana13952,0,0,0,0.858147,0,0,0
107284061,Nana13951,0.031491,2.81751,1.79936,2.10129,3.68564,6.75034,2.06044
107284068,Nana00917,18.4966,5.66,3.22507,9.62116,9.11659,10.0891,28.8416
107284071,Nana31062,0.156056,0.0597147,0,0.161783,0,0.205343,0
107284076,Nana31042,0.130392,1.23354,0.893988,0.163937,0.147658,0.324631,0.379841
107284083,Nana31050,270.348,151.239,207.752,486.695,221.962,1388.63,344.218
107284084,Nana31048,15.1902,2.11106,1.03705,1.25316,1.43261,3.82691,6.75887
107284090,Nana00912,35.958,3.91217,1.92829,8.29314,11.7529,5.51299,11.396
107284105,Nana11009,7.42643,3.51267,1.52671,4.37246,3.49137,16.1877,14.3491
107284106,Nana11011,67.7196,78.1736,108.76,110.525,154.207,43.5524,35.994
107284116,Nana11030,123.992,859.989,726.945,165.573,227.692,47.9337,158.36
107284126,Nana12577,2.77499,1.29601,2.20977,1.6534,0.595685,0,0
107284131,Nana12584,18.9857,22.3843,9.56734,14.5278,14.8555,31.7578,33.4034
107284136,Nana15498,0,0,0.020113,0,0.0262088,0,0.261079
107284141,Nana15490,20.8056,9.92427,7.06375,4.09602,3.77349,16.3754,16.9062
107284147,Nana15475,6.25863,13.8803,7.73689,17.3577,32.3539,5.27455,11.9574
107284150,Nana33356,0.0332048,2.67205,1.5895,0,0,4.9974,0
107284176,Nana31022,9.00859,0.764072,0.175166,4.99312,6.4828,6.20903,7.74933
107284185,Nana12260,0.531723,0.0251119,0.0604476,0.0647947,0.0583605,0,0
107284190,Nana10752,1.00466,0,0.027386,0,0,0,0
107284193,Nana10730,5.09405,1.82751,1.30597,1.61034,2.71407,4.1524,4.36282
107284197,Nana10703,4.10893,14.1229,23.6009,1.43903,0.942642,2.20518,5.16043
107284198,Nana10699,0.0391811,0,0.0836567,0,0,0,0
107284201,Nana10756,103.244,693.923,550.539,80.2431,66.5859,104.301,254.919
107284204,Nana10749,23.2206,6.21001,3.50644,12.909,6.29801,3.44991,15.9447
107284212,Nana10736,5.60082,4.4784,6.1765,5.98774,0.586212,0.509941,0.397777
107284217,Nana10717,4.42677,4.27711,1.87371,1.13879,2.42067,0.868343,2.48361
107284233,Nana10715,0,0,0,0,0,0,0
107284237,Nana10701,0.185185,40.0471,24.0266,18.3369,16.516,23.5738,4.69498
107284239,Nana10700,0.333069,35.0734,34.1227,12.8059,15.4949,29.1479,4.65069
107284244,Nana26039,1.0962,0.723295,0.398997,1.09432,0.551966,0.742467,1.15832
107284259,Nana26044,1.05339,0.163512,0.0656007,0.055606,0.250421,0,0.168146
107284271,Nana02961,3.92832,9.74939,5.22943,7.52973,1.17874,3.36704,2.26666
107284272,Nana02970,0.0447407,0,0.0416727,0,0,0,0
107284273,Nana02979,1.32051,0,0,0.0801132,0.0721578,0,0.205747
107284281,Nana02928,17.1638,5.47029,0.498774,2.1213,1.60775,1.98814,15.0742
107284282,Nana02931,25.0626,2.97133,1.75117,1.11228,0.935044,4.69485,4.52389
