Pm_gene_id,Nn_target_id,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107287143,Nana00564,0.0745847,0.0658049,0.0314282,0.0318796,0.0149416,0.0819431,201.9931,16.9909,193.9027,66.36098,4.08121,1.004122,0.0563772
107287132,Nana00565,3.24356,0.680768,4.75054,3.73776,5.70208,5.08633,13.9404,10.4584,7.15672,14.754,5.79295,3.41316,14.0624
107287066,Nana00568,106.647,207.813,153.224,105.71,194.068,152.555,339.022,484.827,405.291,170.863,61.0482,21.0539,168.502
107287113,Nana00570,3.189,14.7993,5.74327,3.29399,6.66701,1.95249,6.59767,6.3219,3.46697,3.79538,2.19479,1.1327,4.9902
107288572,Nana00573,9.57688,49.9153,17.3038,11.6174,32.8174,23.5319,4.10774,3.03578,65.1377,53.2323,8.63395,1.42048,57.5583
107288565,Nana00575,0.706467,0.255167,1.64759,1.64706,5.9472,0.491464,0.465107,0.297165,0.445872,0.869683,0.637429,0.300573,3.72914
107288564,Nana00576,6.56251,34.0359,9.52553,9.56683,11.8263,9.74566,8.51346,7.49408,10.0851,11.1815,5.35655,2.35419,11.6344
107288571,Nana00581,0.0141716,0,0,0.0363442,0,14.4332,3.74387,0.0998568,1.16178,0.384546,1.48042,0.0490604,453.635
107288569,Nana00582,2.30456,0.474838,1.08157,9.55544,8.53407,4.32096,0.287813,0.0121546,0.960829,0.374456,0.75511,0,0.860557
107288568,Nana00583,0.313537,0.0355665,0.305756,0.689218,2.40118,0.221445,0.0207595,0.0236706,0.0402405,0.300651,0.930235,0.408327,0.60942
107288561,Nana00587,0.605581,0.203351,1.18829,0.921403,0.537776,0.283012,4.32527,2.8142,5.21219,6.58973,1.82095,2.10166,2.56202
107288567,Nana00590,0.00758812,0.0401693,0,0,0.045604,0,0,0.0133669,0,0.065022,0,0,0.0516214
107284705,Nana00596,0.0818415,0,0,0,0,97.3789,87.432,0.865013,63.4169,116.532,1.42491,0.0944417,447.915
107284707,Nana00597,13.2818,0.667498,47.713,66.9384,49.9142,10.2514,0,0,0.377608,1.32058,0.418162,0,60.1413
107284714,Nana00598,0.0402047,0,0.813183,0.309324,1.93302,0.795083,0,0.0708231,0.361202,11.5985,0,0,19.8751
107284699,Nana00599,2.28841,0,10.3802,3.62484,11.461,9.90884,58.2301,15.0181,48.4754,15.4439,27.7894,9.47556,7.37694
107284702,Nana00603,0.105572,0.0881343,0.12073,0.234835,0.306848,0.184413,0.998529,0.739033,0.213349,0.280774,0.326687,0,0.0815812
107284715,Nana00605,0.0930109,0.369279,0,0,0,0,0,0,0.678937,0.531335,1.3302,0.0536653,0.47456
107284717,Nana00606,5.1417,3.81061,6.93309,5.45032,17.3459,3.16343,6.19593,27.4138,7.00599,4.79752,2.55772,0.316443,7.22892
107284703,Nana00607,0.00868298,0.0459652,0,0,0.0313104,0,35.8166,47.4928,0.253527,0.124006,5.31275,1.34265,0.374108
107284709,Nana00612,43.7905,32.9423,68.2508,43.0728,134.163,23.3994,52.5547,57.0296,35.4586,33.6089,26.0507,14.6907,42.5825
107284710,Nana00613,7.343524,8.006791461,13.24709,9.703787,11.636076,5.706675,6.920868,3.760461,13.49356,22.04132,6.720747,4.621946,14.64662
107294688,Nana00614,0,0,0.0161461,0.0327559,0,0,0.325584,0.0112497,0.100405,0.127687,0.0476521,0.0294778,0
114922349,Nana00618,0,0,0,0,0,0,0,0,0.879145,0.968958,0.324521,0.421575,0.0591741
107284704,Nana00622,2.65217,3.06058,1.36892,1.45918,0.926576,0.362968,2.76467,1.4226,0.350401,0.681524,1.64343,3.4735,0.74917
107286462,Nana00624,0,0,0,0,0,0,0.109661,0.291758,0.106284,0.135164,0,0,0.0536539
107286465,Nana00626,2.34362,2.78337,5.15969,3.10157,7.89804,4.70564,15.2138,16.373,8.34988,8.76123,11.1142,7.17988,4.04003
107286423,Nana00627,4.60231,1.691869,6.27516,6.22844,7.69209,1.1052977,5.3347898,5.2092,8.35347,9.91333,5.58254,3.02662,9.57066
107286466,Nana00630,0.342275,0,0.494492,1.37938,3.29128,45.7699,4.07921,1.37815,1.64733,1.5363,1.94587,0,45.9042
107286467,Nana00631,0,0,0,0,0,0,0,0,0,0,0,0,0
107286468,Nana00632,0.389711,4.66089,0.98529,0.943918,6.86158,3.66314,1.13724,0.775491,1.49125,1.46357,1.1129,0.199871,27.5919
107286425,Nana00636,1.649257,1.397234,2.746746274,2.731899,3.34508,8.05651,9.57898,3.717996,5.929661,8.535479,3.467740001,2.622280014,7.43082
107286427,Nana00637,3.95734,26.1301,5.97934,4.64316,14.9696,23.9077,23.702,18.6816,8.56684,6.87766,5.67426,2.75798,6.14903
107286429,Nana00639,0,0.037577,0,0,0,0.0701887,53.7252,97.9679,14.2655,9.39531,0.429359,0.0626572,1.08368
107286470,Nana00642,0,0,0.0294319,0,0.0139925,5.8321,0.377678,0.0410133,1.98539,3.3567,0.376406,0,6.39957
107286456,Nana00646,7.61773,13.1319,12.8868,10.6645,22.3652,9.05831,15.3666,12.0891,15.4677,21.8841,12.2008,5.20887,25.5446
107286432,Nana00650,1.56487,4.04097,3.08792,3.71958,4.54181,0.754798,1.06138,0.336173,1.45733,2.28939,3.6074,0.264263,5.27959
107286472,Nana00651,1.69538,1.75978,4.97075,2.21659,2.75135,4.19487,7.30742,3.33788,41.3958,34.5353,3.31911,2.38933,6.46139
107286433,Nana00654,10.5898,9.89547,20.3583,13.4924,34.4653,14.441,15.4065,18.2076,17.0028,14.3749,11.3394,3.27955,21.8082
107286476,Nana00656,0,0.148574,0,0,0,10.3606,0,0,1.07163,0.881818,0.139613,0.194322,4.45507
107286435,Nana00657,0,0,0,0,0.0412016,0,0,0,0,0,0.255772,0.0791108,0.155461
107286436,Nana00659,0.0427958,0,0,0.109753,0,2.82108,0.595042,0,0.961199,2.32252,1.27731,0.395076,1.55273
107286439,Nana00661,13.32803,9.464036,23.49089,18.6287,42.60582,11.941,23.601004,20.501201,13.899607,17.819321,10.636706,3.835857,20.00138
107286440,Nana00665,5.64941,3.80327,8.51067,7.75709,14.7426,5.15665,14.7092,15.1551,15.771,16.7762,5.73858,3.21881,10.0492
107286442,Nana00667,89.4911,21.0571,158.994,145.809,639.697,182.033,206.21,294.294,209.845,306.021,291.102,198.131,181.03
107286478,Nana00671,0.0525101,0,0.088506,0.0897773,0.252465,0,0.0811236,0.0616665,0,0.249975,1.04484,0.484756,0.158766
107286457,Nana00677,0,0,0,0,0.103324,0,0,0,0,0,0,0,0
107286479,Nana00678,2.62652,4.37976,4.11711,2.25652,5.66687,1.21197,5.11276,3.72455,3.59851,3.07587,2.48244,0.484942,4.1692
107286449,Nana00683,2.07593,1.19783,4.61796,2.6617,9.5767,2.48819,7.07363,8.38998,14.4153,12.3836,4.77707,1.76409,9.46586
107286451,Nana00685,0.0730783,0.222684,0.218129,0.189437,0.355476,0.654315,5.88941,9.96363,2.75636,2.66811,1.29379,0.663911,2.23688
107286480,Nana00686,0.777866,0.226253,0.950906,0.767267,0.390432,1.52139,4.39757,2.25867,15.4167,4.61456,13.203,13.4545,38.5737
107286481,Nana00693,1.17685,1.32196,1.86093,2.14213,0.600389,0.39746,25.4096,5.96143,3.53935,7.19045,12.0654,0.980439,9.88125
107295539,Nana00700,1.671588,0.122902,1.550589,2.307194,0.4557966,1.46666,2.672135,2.300473,5.8011,14.02532,5.22591,2.192386,24.49396
107293370,Nana00703,1.20943,0,0.470421,1.59059,0.372746,0,2.15591,1.03792,2.92534,8.85767,2.39107,1.28827,15.8927
107299111,Nana00710,0.0393137,0.242801,0.0828294,0.168038,0.0708817,0,0.151841,0.092338,0.206031,0.393022,0.537802,0.0453664,0.386315
107301599,Nana00711,30.2106,77.4852,63.2556,46.7045,201.612,24.122,35.1032,93.2435,59.8256,61.9834,44.2377,18.2656,72.3663
107300515,Nana00713,0.039072,0.029548,0.0564481,0.0143147,0.0805096,0.0367944,0.103479,0.00983254,0.175513,0.637724,0.305426,0.128821,0.253147
107291032,Nana00715,14.9823,26.7339,28.4555,16.7,19.2559,15.7539,119.537,127.224,97.8819,54.7973,22.0496,10.5589,45.9071
107291033,Nana00718,3.09482,3.97434,5.75766,4.25726,6.30683,1.5122,3.47961,1.85153,4.47788,4.13396,2.42753,1.32841,5.00337
107291039,Nana00719,2.67363,1.54514,3.70452,3.32357,3.36102,0.962035,2.59737,1.90242,0.354008,1.71743,0.5953,0.0404183,5.16269
107291034,Nana00721,36.1598,4.96721,64.7181,41.9652,19.2972,7.09056,1012.65,377.57,32.3319,79.8812,127.677,33.2494,117.339
107291045,Nana00724,0,0,404.674,0,0,0,0,0,0,0.0796207,0,0,4.55122
107289052,Nana00732,0.0216894,0.0765451,0.0913942,0.0185414,0.0521407,6.38625,0,0.127358,1.1042,1.8379,0.125875,0.0667433,4.45934
107289050,Nana00736,0,0,0,0,0,2.13631,0,0,0,0.555401,0,0,1.17583
107289053,Nana00737,0,0,0,0,0,0,0,0,0,0,0,0,0
107289055,Nana00738,0.0475995,0,0,0,0,0,0,0,0,0,0.295977,0.0549279,0
107293494,Nana00746,0.0471737,0.199779,0,0.0241961,0.0793829,0,0,0,0.0423811,0.053897,0.0234664,0.0217746,0.0427893
107295744,Nana00749,0.390159,0.330463,2.99873,0.400237,0.393931,0.823012,13.092,0.852239,209.822,68.3359,1.94083,0.648328,1.27403
107295747,Nana00750,0.206612,0,1.69769,0.242857,0.155215,3.46169,7.42134,0.363959,99.7714,27.0484,1.56308,0.298027,2.59639
107295746,Nana00751,0.0592552,0.23526,0.0749062,0.0379911,0.160254,0.48826,0.0343291,0.0260954,0.449172,0.46544,0.423721,0.102567,2.73778
107295745,Nana00752,2.07333,0.313589,3.14515,1.82304,4.6994,1.17148,4.39285,3.54794,3.72538,5.41446,2.06274,1.36716,5.50756
107284875,Nana00755,0,0,0,0,0,0,0,0,0,0.203907,0,0,0
107284861,Nana00757,0.0643833,0,1.30222,0.990694,0.464326,0,0,0.22683,0.578423,1.47119,0.640544,0.148591,1.02199
107284870,Nana00758,2.87005,1.5004,4.36831,5.72896,1.20326,1.64171,8.2208,5.90001,13.2586,26.4802,6.04503,4.23364,14.3964
