GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term
GO:0051234,8.50E-09,1.2946433,769.2363018,892,4711,establishment of localization
GO:0015833,1.17E-08,1.415523734,315.7934637,404,1934,peptide transport
GO:0043413,1.77E-08,2.209562656,44.4135585,81,272,macromolecule glycosylation
GO:0006486,1.77E-08,2.209562656,44.4135585,81,272,protein glycosylation
GO:0044281,2.26E-08,1.397144401,330.9789819,419,2027,small molecule metabolic process
GO:0042886,2.60E-08,1.401069413,320.5287328,407,1963,amide transport
GO:0044282,3.53E-08,2.050623576,53.23095614,92,326,small molecule catabolic process
GO:0045184,3.87E-08,1.392078637,326.0804277,412,1997,establishment of protein localization
GO:0009056,9.64E-08,1.356815679,371.3104119,459,2274,catabolic process
GO:0036507,1.35E-07,12.01396161,3.265702831,14,20,protein demannosylation
GO:0036508,1.35E-07,12.01396161,3.265702831,14,20,"protein alpha-1,2-demannosylation"
GO:0044255,1.41E-07,1.513046898,170.796258,233,1046,cellular lipid metabolic process
GO:0030970,2.50E-07,8.241916168,4.24541368,16,26,"retrograde protein transport, ER to cytosol"
GO:1903513,2.50E-07,8.241916168,4.24541368,16,26,endoplasmic reticulum to cytosol transport
GO:0009063,2.72E-07,2.957272335,17.96136557,40,110,cellular amino acid catabolic process
GO:0006820,3.20E-07,1.681584391,94.70538209,141,580,anion transport
GO:1901605,3.30E-07,2.294445088,32.49374317,61,199,alpha-amino acid metabolic process
GO:1904380,3.34E-07,15.43721973,2.612562265,12,16,endoplasmic reticulum mannose trimming
GO:0051641,4.39E-07,1.309410227,446.0950067,535,2732,cellular localization
GO:0018279,4.43E-07,5.156730409,6.857975945,21,42,protein N-linked glycosylation via asparagine
GO:0008104,4.55E-07,1.316269505,422.0920909,509,2585,protein localization
GO:0008152,5.40E-07,1.243263396,1704.860163,1816,10441,metabolic process
GO:0018196,7.32E-07,4.921975662,7.021261086,21,43,peptidyl-asparagine modification
GO:0009083,8.01E-07,9.009162304,3.592273114,14,22,branched-chain amino acid catabolic process
GO:0036498,8.43E-07,4.394149121,8.164257077,23,50,IRE1-mediated unfolded protein response
GO:0043039,1.30E-06,4.236906995,8.327542218,23,51,tRNA aminoacylation
GO:0006418,1.30E-06,4.236906995,8.327542218,23,51,tRNA aminoacylation for protein translation
GO:1905039,1.40E-06,2.907946833,16.32851415,36,100,carboxylic acid transmembrane transport
GO:1903825,1.40E-06,2.907946833,16.32851415,36,100,organic acid transmembrane transport
GO:1902236,1.42E-06,9.557863818,3.265702831,13,20,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:1905897,1.46E-06,3.403278745,11.91981533,29,73,regulation of response to endoplasmic reticulum stress
GO:1901566,1.93E-06,1.35250985,286.2388531,356,1753,organonitrogen compound biosynthetic process
GO:0043038,1.97E-06,4.090509154,8.49082736,23,52,amino acid activation
GO:0015849,2.01E-06,1.892982456,50.78167902,83,311,organic acid transport
GO:0046942,2.01E-06,1.892982456,50.78167902,83,311,carboxylic acid transport
GO:0009066,2.41E-06,4.201522603,8.000971935,22,49,aspartate family amino acid metabolic process
GO:0032527,2.59E-06,4.895578868,6.36812052,19,39,protein exit from endoplasmic reticulum
GO:1901564,2.71E-06,1.217064246,1028.206536,1134,6297,organonitrogen compound metabolic process
GO:0006886,3.01E-06,1.444520996,171.2861135,226,1049,intracellular protein transport
GO:0006517,3.54E-06,5.885372113,4.898554246,16,30,protein deglycosylation
GO:0034204,3.54E-06,5.885372113,4.898554246,16,30,lipid translocation
GO:0070727,4.22E-06,1.342051715,280.360588,347,1717,cellular macromolecule localization
GO:0016192,4.67E-06,1.35402301,257.9905236,322,1580,vesicle-mediated transport
GO:0006900,4.67E-06,3.317442422,11.26667477,27,69,vesicle budding from membrane
GO:1901575,5.52E-06,1.322822685,307.6292067,376,1884,organic substance catabolic process
GO:0009100,5.87E-06,1.713105306,67.27347831,102,412,glycoprotein metabolic process
GO:0006575,5.95E-06,2.178681365,29.22804034,53,179,cellular modified amino acid metabolic process
GO:0051179,6.37E-06,1.209953799,967.6277488,1068,5926,localization
GO:0006644,6.64E-06,1.679291913,72.3353177,108,443,phospholipid metabolic process
GO:0034613,7.39E-06,1.332956364,278.4011663,343,1705,cellular protein localization
GO:0006890,8.34E-06,3.271499514,10.94010448,26,67,"retrograde vesicle-mediated transport, Golgi to ER"
GO:0070972,9.09E-06,3.074356103,12.24638562,28,75,protein localization to endoplasmic reticulum
GO:0009067,1.02E-05,9.428962769,2.775847406,11,17,aspartate family amino acid biosynthetic process
GO:0045332,1.17E-05,5.515472182,4.735269105,15,29,phospholipid translocation
GO:0097035,1.25E-05,3.963787337,7.511116511,20,46,regulation of membrane lipid distribution
GO:0009081,1.26E-05,6.004363002,4.24541368,14,26,branched-chain amino acid metabolic process
GO:0009101,1.32E-05,1.752295629,56.33337383,87,345,glycoprotein biosynthetic process
GO:0070059,1.49E-05,3.22333834,10.6135342,25,65,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0006457,1.92E-05,2.034262927,31.8406026,55,195,protein folding
GO:0045017,2.00E-05,1.903640331,39.51500425,65,242,glycerolipid biosynthetic process
GO:0006768,2.11E-05,35.96083551,1.306281132,7,8,biotin metabolic process
GO:0048199,2.31E-05,3.915039341,7.184546228,19,44,"vesicle targeting, to, from or within Golgi"
GO:0006869,2.35E-05,1.724675702,56.33337383,86,345,lipid transport
GO:0006766,2.43E-05,2.581544256,16.16522901,33,99,vitamin metabolic process
GO:0006767,2.64E-05,3.172788173,10.28696392,24,63,water-soluble vitamin metabolic process
GO:1901565,2.83E-05,1.367768429,192.8397522,244,1181,organonitrogen compound catabolic process
GO:0007030,3.24E-05,2.316176566,20.57392783,39,126,Golgi organization
GO:1902235,3.28E-05,4.8253367,5.061839388,15,31,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0003333,3.66E-05,2.9977993,11.10338962,25,68,amino acid transmembrane transport
GO:0009062,4.05E-05,2.541056534,15.83865873,32,97,fatty acid catabolic process
GO:1901606,4.05E-05,2.541056534,15.83865873,32,97,alpha-amino acid catabolic process
GO:0008654,4.19E-05,1.827602964,41.96428138,67,257,phospholipid biosynthetic process
GO:0071704,4.67E-05,1.186264686,1618.155753,1709,9910,organic substance metabolic process
GO:0044238,4.92E-05,1.183487635,1556.597254,1648,9533,primary metabolic process
GO:0033554,5.38E-05,1.289003423,290.3209817,349,1778,cellular response to stress
GO:0048194,5.82E-05,3.278692436,8.817397643,21,54,Golgi vesicle budding
GO:0072329,6.02E-05,2.323642534,18.94107642,36,116,monocarboxylic acid catabolic process
GO:0046474,6.09E-05,1.903564203,34.61645001,57,212,glycerophospholipid biosynthetic process
GO:0006399,6.13E-05,2.034575261,27.75847406,48,170,tRNA metabolic process
GO:0016042,6.16E-05,1.728688106,49.63868303,76,304,lipid catabolic process
GO:0006086,7.42E-05,9.251287794,2.285991982,9,14,acetyl-CoA biosynthetic process from pyruvate
GO:0006892,7.89E-05,2.428419561,16.32851415,32,100,post-Golgi vesicle-mediated transport
GO:0006620,8.14E-05,17.97911227,1.469566274,7,9,posttranslational protein targeting to endoplasmic reticulum membrane
GO:0015914,8.19E-05,2.735782517,12.24638562,26,75,phospholipid transport
GO:0010876,8.48E-05,1.619268235,63.19134978,92,387,lipid localization
GO:0055114,8.74E-05,1.364855903,168.1836958,213,1030,oxidation-reduction process
GO:0044237,8.99E-05,1.17638899,1573.252339,1661,9635,cellular metabolic process
GO:0015748,9.77E-05,2.393050463,16.4917993,32,101,organophosphate ester transport
GO:0097502,9.90E-05,4.501963351,4.898554246,14,30,mannosylation
GO:0050796,0.000108739,1.991433945,27.59518892,47,169,regulation of insulin secretion
GO:0006605,0.000109228,1.672062953,52.90438586,79,324,protein targeting
GO:0032787,0.000115646,1.482374893,95.03195238,129,582,monocarboxylic acid metabolic process
GO:0071265,0.000115713,Inf,0.816425708,5,5,L-methionine biosynthetic process
GO:0006552,0.000115713,Inf,0.816425708,5,5,leucine catabolic process
GO:0051182,0.000115713,Inf,0.816425708,5,5,coenzyme transport
GO:0061024,0.000121716,1.418666242,122.9537116,161,753,membrane organization
GO:0010498,0.000132556,1.577355837,67.27347831,96,412,proteasomal protein catabolic process
GO:0015802,0.000132931,10.2761194,1.959421698,8,12,basic amino acid transport
GO:0045047,0.000135708,3.261346322,8.000971935,19,49,protein targeting to ER
GO:0072599,0.000145179,3.004811899,9.307253068,21,57,establishment of protein localization to endoplasmic reticulum
GO:0097164,0.000168132,1.900671186,30.37103633,50,186,ammonium ion metabolic process
GO:1902475,0.000187201,4.457744548,4.571983963,13,28,L-alpha-amino acid transmembrane transport
GO:1901607,0.000192905,2.923387955,9.470538209,21,58,alpha-amino acid biosynthetic process
GO:0090276,0.00021815,1.825137344,33.8000243,54,207,regulation of peptide hormone secretion
GO:0019216,0.000222985,1.610240936,56.49665897,82,346,regulation of lipid metabolic process
GO:0009086,0.000232883,11.98520453,1.632851415,7,10,methionine biosynthetic process
GO:0030073,0.000276837,1.814642422,33.31016887,53,204,insulin secretion
GO:0090150,0.000282917,1.801322654,34.12659458,54,209,establishment of protein localization to membrane
GO:0006515,0.000288836,4.178831776,4.735269105,13,29,protein quality control for misfolded or incompletely synthesized proteins
GO:0006490,0.000293092,5.711144303,3.102417689,10,19,oligosaccharide-lipid intermediate biosynthetic process
GO:0042219,0.000293092,5.711144303,3.102417689,10,19,cellular modified amino acid catabolic process
GO:0071712,0.000309803,6.607102864,2.612562265,9,16,ER-associated misfolded protein catabolic process
GO:0006555,0.000309803,6.607102864,2.612562265,9,16,methionine metabolic process
GO:0006612,0.000320375,2.20064257,17.47151014,32,107,protein targeting to membrane
GO:0035773,0.000337382,2.436268014,13.22609646,26,81,insulin secretion involved in cellular response to glucose stimulus
GO:0044242,0.000350963,1.80388223,32.82031345,52,201,cellular lipid catabolic process
GO:0006901,0.000385045,3.507805326,6.041550237,15,37,vesicle coating
GO:0006551,0.000391153,15.4049217,1.306281132,6,8,leucine metabolic process
GO:0048280,0.000391153,15.4049217,1.306281132,6,8,vesicle fusion with Golgi apparatus
GO:0008652,0.000397069,2.575609756,11.26667477,23,69,cellular amino acid biosynthetic process
GO:0090114,0.000414899,3.293173653,6.694690803,16,41,COPII-coated vesicle budding
GO:0006656,0.000433989,3.93273227,4.898554246,13,30,phosphatidylcholine biosynthetic process
GO:0099132,0.000443959,2.876821017,8.654112502,19,53,ATP hydrolysis coupled cation transmembrane transport
GO:0019395,0.000444297,2.290893901,14.85894788,28,91,fatty acid oxidation
GO:0034440,0.000444297,2.290893901,14.85894788,28,91,lipid oxidation
GO:0009749,0.000482126,1.72342582,37.22901227,57,228,response to glucose
GO:0044257,0.000482808,1.384745119,115.7691654,149,709,cellular protein catabolic process
GO:0051603,0.000490805,1.397056481,108.7479043,141,666,proteolysis involved in cellular protein catabolic process
GO:0000096,0.000496226,3.60052356,5.551694812,14,34,sulfur amino acid metabolic process
GO:0046827,0.000500644,5.13965646,3.265702831,10,20,positive regulation of protein export from nucleus
GO:0006085,0.000500644,5.13965646,3.265702831,10,20,acetyl-CoA biosynthetic process
GO:0099131,0.000526515,2.575018755,10.77681934,22,66,ATP hydrolysis coupled ion transmembrane transport
GO:1901137,0.000530982,1.390431669,110.707326,143,678,carbohydrate derivative biosynthetic process
GO:0006790,0.000532777,1.559862424,57.14979954,81,350,sulfur compound metabolic process
GO:0055069,0.000543866,4.113303438,4.408698822,12,27,zinc ion homeostasis
GO:0006903,0.000549195,2.637411177,10.12367878,21,62,vesicle targeting
GO:0009235,0.000591782,6.849751244,2.285991982,8,14,cobalamin metabolic process
GO:0033539,0.000591782,6.849751244,2.285991982,8,14,fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0015809,0.000599952,25.66716362,0.979710849,5,6,arginine transport
GO:0061732,0.000599952,25.66716362,0.979710849,5,6,mitochondrial acetyl-CoA biosynthetic process from pyruvate
GO:0006865,0.000679265,1.941244162,22.69663467,38,139,amino acid transport
GO:1904382,0.000709537,Inf,0.653140566,4,4,mannose trimming involved in glycoprotein ERAD pathway
GO:0071267,0.000709537,Inf,0.653140566,4,4,L-methionine salvage
GO:0097359,0.000709537,Inf,0.653140566,4,4,UDP-glucosylation
GO:0097466,0.000709537,Inf,0.653140566,4,4,ubiquitin-dependent glycoprotein ERAD pathway
GO:1904587,0.000709537,Inf,0.653140566,4,4,response to glycoprotein
GO:0043102,0.000709537,Inf,0.653140566,4,4,amino acid salvage
GO:0019509,0.000709537,Inf,0.653140566,4,4,L-methionine salvage from methylthioadenosine
GO:0035977,0.000709537,Inf,0.653140566,4,4,protein deglycosylation involved in glycoprotein catabolic process
GO:0006663,0.000709537,Inf,0.653140566,4,4,platelet activating factor biosynthetic process
GO:0006084,0.000747658,3.215020576,6.36812052,15,39,acetyl-CoA metabolic process
GO:0098656,0.000763243,1.65132325,41.14785567,61,252,anion transmembrane transport
GO:0044272,0.000764684,1.87255233,25.1459118,41,154,sulfur compound biosynthetic process
GO:0043632,0.000825177,1.418032137,89.80682785,118,550,modification-dependent macromolecule catabolic process
GO:0006635,0.000882096,2.514374657,10.45024906,21,64,fatty acid beta-oxidation
GO:0009225,0.000913189,3.518248893,5.225124529,13,32,nucleotide-sugar metabolic process
GO:0006650,0.000924809,1.55677061,52.25124529,74,320,glycerophospholipid metabolic process
GO:0009746,0.000949813,1.664270207,38.20872312,57,234,response to hexose
GO:0000447,0.001010637,10.26920209,1.469566274,6,9,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:1903299,0.001010637,10.26920209,1.469566274,6,9,regulation of hexokinase activity
GO:0071616,0.00101762,3.086195286,6.531405662,15,40,acyl-CoA biosynthetic process
GO:0035384,0.00101762,3.086195286,6.531405662,15,40,thioester biosynthetic process
GO:1903963,0.001025214,4.038636,4.082128538,11,25,arachidonate transport
GO:0071218,0.001025214,4.038636,4.082128538,11,25,cellular response to misfolded protein
GO:0050482,0.001025214,4.038636,4.082128538,11,25,arachidonic acid secretion
GO:0046470,0.001037208,2.410129128,11.26667477,22,69,phosphatidylcholine metabolic process
GO:0034284,0.001058404,1.654798662,38.37200826,57,235,response to monosaccharide
GO:0043092,0.00108694,5.870788913,2.449277123,8,15,L-amino acid import
GO:0035383,0.001132464,2.195674397,14.20580731,26,87,thioester metabolic process
GO:0006637,0.001132464,2.195674397,14.20580731,26,87,acyl-CoA metabolic process
GO:1904152,0.001133552,7.190078329,1.959421698,7,12,"regulation of retrograde protein transport, ER to cytosol"
GO:0006560,0.001133552,7.190078329,1.959421698,7,12,proline metabolic process
GO:0050812,0.001133552,7.190078329,1.959421698,7,12,regulation of acyl-CoA biosynthetic process
GO:0010510,0.001133552,7.190078329,1.959421698,7,12,regulation of acetyl-CoA biosynthetic process from pyruvate
GO:0099515,0.001133552,7.190078329,1.959421698,7,12,actin filament-based transport
GO:0043161,0.001140596,1.523461288,56.00680355,78,343,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0010256,0.001145201,1.473231132,67.11019317,91,411,endomembrane system organization
GO:0015807,0.001171698,2.510878707,9.960393634,20,61,L-amino acid transport
GO:0006829,0.001180208,3.628857821,4.735269105,12,29,zinc II ion transport
GO:0001678,0.001203831,1.789590829,27.26861864,43,167,cellular glucose homeostasis
GO:0051656,0.001210108,1.445422943,74.13145426,99,454,establishment of organelle localization
GO:1901800,0.001225257,2.075540094,16.4917993,29,101,positive regulation of proteasomal protein catabolic process
GO:0006508,0.001254731,1.226862984,276.2784595,321,1692,proteolysis
GO:0019538,0.001258443,1.145520635,866.2276759,934,5305,protein metabolic process
GO:0051648,0.001272132,1.602414318,42.78070708,62,262,vesicle localization
GO:0015909,0.001288159,2.64635634,8.654112502,18,53,long-chain fatty acid transport
GO:0019941,0.001344836,1.400440472,88.33726157,115,541,modification-dependent protein catabolic process
GO:0071333,0.001466173,1.810038692,25.1459118,40,154,cellular response to glucose stimulus
GO:0006811,0.001467419,1.229471016,260.1132305,303,1593,ion transport
GO:0051788,0.001517058,3.769119661,4.24541368,11,26,response to misfolded protein
GO:0030072,0.001577161,1.598173516,41.47442595,60,254,peptide hormone secretion
GO:0051650,0.001589546,1.604484395,40.65800024,59,249,establishment of vesicle localization
GO:0008610,0.00168721,1.353211529,106.6251974,135,653,lipid biosynthetic process
GO:0006807,0.001735523,1.133266934,1468.586563,1538,8994,nitrogen compound metabolic process
GO:0048207,0.001771307,3.182714731,5.551694812,13,34,"vesicle targeting, rough ER to cis-Golgi"
GO:0048208,0.001771307,3.182714731,5.551694812,13,34,COPII vesicle coating
GO:0046486,0.001804016,1.455600885,65.47734176,88,401,glycerolipid metabolic process
GO:0072348,0.001807417,2.857172549,6.857975945,15,42,sulfur compound transport
GO:0019626,0.001815817,12.83265002,1.142995991,5,7,short-chain fatty acid catabolic process
GO:1990822,0.001815817,12.83265002,1.142995991,5,7,basic amino acid transmembrane transport
GO:0033540,0.001815817,12.83265002,1.142995991,5,7,fatty acid beta-oxidation using acyl-CoA oxidase
GO:0000097,0.001864076,5.136567164,2.612562265,8,16,sulfur amino acid biosynthetic process
GO:0034315,0.001864076,5.136567164,2.612562265,8,16,regulation of Arp2/3 complex-mediated actin nucleation
GO:0043603,0.00192267,1.286109738,155.774025,189,954,cellular amide metabolic process
GO:0090662,0.001926228,2.265026257,11.75653019,22,72,ATP hydrolysis coupled transmembrane transport
GO:0044267,0.002025092,1.14299996,764.6643178,827,4683,cellular protein metabolic process
GO:0071326,0.002154761,1.763240117,25.63576722,40,157,cellular response to monosaccharide stimulus
GO:0071331,0.002154761,1.763240117,25.63576722,40,157,cellular response to hexose stimulus
GO:0019471,0.002177268,7.701342282,1.632851415,6,10,4-hydroxyproline metabolic process
GO:0044745,0.002177268,7.701342282,1.632851415,6,10,amino acid transmembrane import
GO:0032957,0.002177268,7.701342282,1.632851415,6,10,inositol trisphosphate metabolic process
GO:0089718,0.002177268,7.701342282,1.632851415,6,10,amino acid import across plasma membrane
GO:0061178,0.002339319,2.220452172,11.91981533,22,73,regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0030163,0.002377529,1.292528736,141.894788,173,869,protein catabolic process
GO:1905475,0.002405744,1.764121516,24.98262666,39,153,regulation of protein localization to membrane
GO:0006895,0.002439455,4.203298381,3.265702831,9,20,Golgi to endosome transport
GO:0042762,0.002439455,4.203298381,3.265702831,9,20,regulation of sulfur metabolic process
GO:0055085,0.002542925,1.228488089,229.7421941,268,1407,transmembrane transport
GO:0009064,0.00276598,2.287023155,10.6135342,20,65,glutamine family amino acid metabolic process
GO:0045454,0.00276598,2.287023155,10.6135342,20,65,cell redox homeostasis
GO:0015908,0.002802547,2.094212857,13.55266675,24,83,fatty acid transport
GO:0072657,0.002845212,1.396910846,76.09087596,99,466,protein localization to membrane
GO:0006511,0.002980445,1.365626598,87.68412101,112,537,ubiquitin-dependent protein catabolic process
GO:0043090,0.003020514,4.565505804,2.775847406,8,17,amino acid import
GO:0006488,0.003020514,4.565505804,2.775847406,8,17,dolichol-linked oligosaccharide biosynthetic process
GO:0006631,0.003021249,1.442719835,61.39521322,82,376,fatty acid metabolic process
GO:0097056,0.003084835,20.52608048,0.816425708,4,5,selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0035964,0.003084835,20.52608048,0.816425708,4,5,COPI-coated vesicle budding
GO:0045851,0.003153116,2.768425292,6.531405662,14,40,pH reduction
GO:0006505,0.003188503,3.083856502,5.225124529,12,32,GPI anchor metabolic process
GO:0060712,0.003629586,5.135024245,2.285991982,7,14,spongiotrophoblast layer development
GO:0006553,0.003629586,5.135024245,2.285991982,7,14,lysine metabolic process
GO:0006577,0.003629586,5.135024245,2.285991982,7,14,amino-acid betaine metabolic process
GO:0009068,0.003656636,3.852743561,3.428987972,9,21,aspartate family amino acid catabolic process
GO:0006304,0.003754539,1.968643656,15.3488033,26,94,DNA modification
GO:0044265,0.003850995,1.258866787,160.0194387,191,980,cellular macromolecule catabolic process
GO:0016601,0.003897946,2.570894126,7.347831369,15,45,Rac protein signal transduction
GO:1903008,0.003925703,1.83552014,19.2676467,31,118,organelle disassembly
GO:0071577,0.004044049,3.42519293,4.082128538,10,25,zinc II ion transmembrane transport
GO:0006882,0.004044049,3.42519293,4.082128538,10,25,cellular zinc ion homeostasis
GO:0019217,0.00405277,2.09663527,12.40967076,22,76,regulation of fatty acid metabolic process
GO:0009743,0.004087859,1.523138075,42.29085166,59,259,response to carbohydrate
GO:0006983,0.004190259,8.554478817,1.306281132,5,8,ER overload response
GO:0033083,0.004190259,8.554478817,1.306281132,5,8,regulation of immature T cell proliferation
GO:0033131,0.004190259,8.554478817,1.306281132,5,8,regulation of glucokinase activity
GO:0006914,0.004294876,1.380041152,74.45802454,96,456,autophagy
GO:0061919,0.004294876,1.380041152,74.45802454,96,456,process utilizing autophagic mechanism
GO:0046368,0.00434945,Inf,0.489855425,3,3,GDP-L-fucose metabolic process
GO:2000254,0.00434945,Inf,0.489855425,3,3,regulation of male germ cell proliferation
GO:1904154,0.00434945,Inf,0.489855425,3,3,"positive regulation of retrograde protein transport, ER to cytosol"
GO:0006425,0.00434945,Inf,0.489855425,3,3,glutaminyl-tRNA aminoacylation
GO:0006434,0.00434945,Inf,0.489855425,3,3,seryl-tRNA aminoacylation
GO:0036483,0.00434945,Inf,0.489855425,3,3,neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0007066,0.00434945,Inf,0.489855425,3,3,female meiosis sister chromatid cohesion
GO:0033577,0.00434945,Inf,0.489855425,3,3,protein glycosylation in endoplasmic reticulum
GO:1990680,0.00434945,Inf,0.489855425,3,3,response to melanocyte-stimulating hormone
GO:1905936,0.00434945,Inf,0.489855425,3,3,regulation of germ cell proliferation
GO:0030327,0.00434945,Inf,0.489855425,3,3,prenylated protein catabolic process
GO:1903381,0.00434945,Inf,0.489855425,3,3,regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway
GO:1903382,0.00434945,Inf,0.489855425,3,3,negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway
GO:0042350,0.00434945,Inf,0.489855425,3,3,GDP-L-fucose biosynthetic process
GO:0010243,0.004403324,1.253808611,160.5092941,191,983,response to organonitrogen compound
GO:0044419,0.004779603,1.277657195,131.4445389,159,805,interspecies interaction between organisms
GO:0006613,0.005216455,2.570306657,6.857975945,14,42,cotranslational protein targeting to membrane
GO:0051084,0.005302464,3.556120252,3.592273114,9,22,'de novo' posttranslational protein folding
GO:0007140,0.005464867,2.672702804,6.204835378,13,38,male meiotic nuclear division
GO:0090630,0.005679046,1.920597912,15.02223302,25,92,activation of GTPase activity
GO:0006536,0.005714013,2.974755716,4.898554246,11,30,glutamate metabolic process
GO:0099518,0.005723942,2.350556031,8.327542218,16,51,vesicle cytoskeletal trafficking
GO:0046459,0.005854402,4.492819843,2.449277123,7,15,short-chain fatty acid metabolic process
GO:0048313,0.005854402,4.492819843,2.449277123,7,15,Golgi inheritance
GO:0071322,0.006127106,1.636215413,27.1053335,40,166,cellular response to carbohydrate stimulus
GO:0015718,0.006143425,1.647476004,26.28890779,39,161,monocarboxylic acid transport
GO:0010043,0.006163875,2.409862514,7.674401652,15,47,response to zinc ion
GO:0072384,0.006703517,1.985851726,12.89952618,22,79,organelle transport along microtubule
GO:0000041,0.006816927,1.858731948,16.00194387,26,98,transition metal ion transport
GO:0043046,0.006919953,3.734871099,3.102417689,8,19,DNA methylation involved in gamete generation
GO:0032119,0.007126773,5.133482476,1.959421698,6,12,sequestering of zinc ion
GO:0061088,0.007126773,5.133482476,1.959421698,6,12,regulation of sequestering of zinc ion
GO:2001169,0.007126773,5.133482476,1.959421698,6,12,regulation of ATP biosynthetic process
GO:0045176,0.007126773,5.133482476,1.959421698,6,12,apical protein localization
GO:0090407,0.007200796,1.308314517,95.5218078,118,585,organophosphate biosynthetic process
GO:0006497,0.007433012,1.755335522,19.2676467,30,118,protein lipidation
GO:0019637,0.007440784,1.217520667,187.6146276,218,1149,organophosphate metabolic process
GO:0032436,0.007448978,2.00058326,12.24638562,21,75,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0015991,0.007467312,3.301871701,3.755558255,9,23,ATP hydrolysis coupled proton transport
GO:0015988,0.007467312,3.301871701,3.755558255,9,23,"energy coupled proton transmembrane transport, against electrochemical gradient"
GO:0043412,0.007526951,1.126781543,646.9357308,697,3962,macromolecule modification
GO:0015804,0.007572327,2.825812477,5.061839388,11,31,neutral amino acid transport
GO:0042398,0.00763945,2.336666327,7.837686794,15,48,cellular modified amino acid biosynthetic process
GO:1990090,0.007836386,2.185305129,9.307253068,17,57,cellular response to nerve growth factor stimulus
GO:1904375,0.007841927,1.83313607,16.16522901,26,99,regulation of protein localization to cell periphery
GO:0097006,0.007852542,1.951470626,13.06281132,22,80,regulation of plasma lipoprotein particle levels
GO:0006915,0.008016971,1.176152789,284.932572,321,1745,apoptotic process
GO:0046469,0.008054603,10.26229508,0.979710849,4,6,platelet activating factor metabolic process
